id,condominio,anunciante,num_suites,num_vagas,num_quartos,area,rua,regiao,descricao,tipo_imovel,localidade,bairro,preco
371,0.0,SUCASA,0.0,0.0,2.0,1.0,Endereço Não Informado,RS,"apartamento ótima localização, boa conservação, peças amplas. - 02/11/2017",Casa,Pelotas,Fragata,215000
372,0.0,Up Imóveis.,1.0,2.0,3.0,150.0,Rua Antonio Malcon,RS,"Excelente casa no residencial Bougainville, 03 dormitórios sendo 1 suíte, 02 sacadas, salas estar/jantar, calefator, lavabo, banheiro, cozin...",Casa de Condomínio,Pelotas,Laranjal,599000
373,0.0,REQUINTE IMÓVEIS,0.0,1.0,3.0,49.0,Avenida Presidente Juscelino Kubitschek de Oliveira,RS,"4283-Condomínio  Village Center com três quartos, sala, banheiro social, piso cerâmico, cozinha ampliada. OBS. fica split na sala e um no qu...",Apartamento,Pelotas,Areal,223500
374,0.0,VILLAR IMÓVEIS,3.0,0.0,3.0,153.0,,RS,"Villa Imigrantes - Condomínio fechado

Um condomínio fechado alto padrão, localizado em bairro nobre na cidade de Pelotas. Além das seis ca...",Casa de Condomínio,Pelotas,Centro,798000
375,0.0,REQUINTE IMÓVEIS,0.0,2.0,4.0,120.0,Rua Andrade Neves,RS,"3515 - Requinte oferece: Sobrado no Jardim Europa próximo a RBS. Imóvel com 4 dormitórios, 2 vagas de garagem, câmera de segurança, alarme, ...",Casa,Pelotas,Areal,240000
376,0.0,REQUINTE IMÓVEIS,0.0,1.0,1.0,58.0,Rua Desembargador Borges de Medeiros,RS,"5601- CASA COM UM DORMITÓRIO, SALA DE ESTAR, COZINHA,ÁREA DE LUZ , BANHEIRO SOCIAL, PATIO GRANDE COM PISO CERAMICO",Casa,Pelotas,Três Vendas,240000
377,0.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,57.0,Rua Olegário Mariano,RS,"1756: Vende moradas de 2 dormitórios com avanço, sala, cozinha planeja, banheiro com box de vidro área de serviço, vaga para 1 veiculo.",Casa de Condomínio,Pelotas,Três Vendas,195000
378,208.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,2.0,42.0,Presidente Juscelino Kubitschek de Oliveira,RS,"SIMON BOLIVAR: Andar alto, desocupado, 2 dorms, sala, cozinha americana. R$120.000 Estuda propostas",Apartamento,Pelotas,Areal,120000
379,200.0,MARQUES IMÓVEIS,0.0,1.0,2.0,89.0,,RS,"0756 - Apto na FERREIRA VIANA, bairro AREAL, 02 dormitórios, estar social, cozinha, banheiro social, área serviço, porta gar.automat, playgr...",Apartamento,Pelotas,Areal,250000
380,250.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,3.0,88.0,Avenida Dom Joaquim,RS,"DOM JOAQUIM COM ELEVADOR: Ensolarado, 3 dorms, sala, sacada com churrasqueira, cozinha, wc social e auxiliar, condomínio baixo, garagem. R$5...",Apartamento,Pelotas,Três Vendas,500000
381,300.0,MARQUES IMÓVEIS,1.0,2.0,2.0,107.0,,RS,"0708 - Apto no bairro AREAL, 2 dormitórios, 1 suíte, estar íntimo, estar social, jantar, copa, banheiro social, área serviço, gás central, a...",Apartamento,Pelotas,Areal,275000
382,132.0,MARQUES IMÓVEIS,0.0,1.0,2.0,47.0,,RS,"Casa MORADAS 2 Dorm (Solteiro com móveis planej),Sala,Cozinha Mobiliada,wc,Garagem,Acab.Gesso,Porcelanato. Preço: R$ 190.800,00",Casa,Pelotas,Três Vendas,190800
383,0.0,SUCASA,0.0,0.0,2.0,1.0,Endereço Não Informado,RS,"Bom negócio para quem tem um sítio e quer negociar. 
Possibilidade para casa comercial. 
Confira! - 02/11/2017",Casa,Pelotas,Centro,200000
384,0.0,MAP Corretores de Imóveis,0.0,1.0,2.0,100.0,,RS,"Casa boa, região alta. Amplo terreno. Aceita apartamento. Financia.",Casa,Pelotas,Areal,235000
385,0.0,MARQUES IMÓVEIS,2.0,2.0,2.0,173.0,,RS,"Casa OBELISCO 2 Dorm(2 Suítes), Sala estar/jantar,Cozinha Mobiliada,Área Serviço,Lareira,Churrasqueira,2 wc,Garagem 2 veic,Piso Frio/Carpete...",Casa,Pelotas,Areal,392000
386,0.0,SUCASA,0.0,1.0,2.0,114.0,Endereço Não Informado,RS,,Casa,Pelotas,Laranjal,159000
387,0.0,SUCASA,0.0,0.0,2.0,42.0,Endereço Não Informado,RS,"Aproveite!
Com pequeno investimento você pode morar bem pertinho da praia! - 02/11/2017",Casa,Pelotas,Laranjal,160000
388,850.0,FUHRO SOUTO IMOBILIARIA,1.0,1.0,3.0,96.0,Rua Padre Anchieta,RS,"CENTRALÍSSIMO: 3 dorms, sendo 1 suíte, 3 sacadas, sala 2 ambientes, copa, cozinha, área de serviço, garagem, 2 elevadores, portaria 24hs. , ...",Apartamento,Pelotas,Centro,425000
389,150.0,REQUINTE IMÓVEIS,0.0,2.0,2.0,123.0,Rua Marechal Deodoro,RS,"9183- APTO BENTO ESQ Deodoro  LOCADO! 3° ANDAR , 2 VAGAS GARAGEM, CONDOMÍNIO BAIXO.",Apartamento,Pelotas,Centro,330000
390,0.0,MARQUES IMÓVEIS,0.0,2.0,2.0,105.0,,RS,"Casa AREAL 2 Dormitórios,Sala estar/jantar,Cozinha,Área serviço,Ar condic,Churrasqueira,Pátio,Garagem e veíc,Piso Frio/tábua. Preço: R$ 210....",Casa,Pelotas,Areal,210000
391,0.0,SUCASA,0.0,2.0,3.0,96.0,Endereço Não Informado,RS,Belo sobrado de esquina em região de crescimento no Areal. - 02/11/2017,Casa,Pelotas,Areal,243800
392,60.0,REQUINTE IMÓVEIS,0.0,4.0,1.0,150.0,Rua Pracinha Hortêncio Rosa,RS,"1828 - Casa 1 dormitorio, boa localização, churrasqueira, piscina, garagem para 4 carros, local harborizado.",Casa,Pelotas,Areal,214000
393,0.0,REQUINTE IMÓVEIS,0.0,2.0,2.0,81.0,Rua Voluntários da Pátria,RS,,Casa,Pelotas,Centro,225000
394,0.0,FUHRO SOUTO IMOBILIARIA,1.0,3.0,3.0,715.0,Avenida Francisco Caruccio,RS,"DEPÓSITO 280m NA FRANCISCO CARUCCIO: Sala de reunião, wcs, cozinha e escritório. Mais sobrado com 3 dorms. R$1.600.000",Galpão/Depósito/Armazém,Pelotas,Três Vendas,1600000
395,0.0,MARQUES IMÓVEIS,0.0,2.0,3.0,88.0,,RS,"Sobrado JARDIM EUROPA, próx RBS, 3 Dormitórios, Sala estar e jantar, Cozinha, Área serviço, Churrasqueira, Sacada, 2 Banheiros, 2 Vagas Cobe...",Casa,Pelotas,Vila Jardim Europa,250000
396,400.0,PELOTA NEGÓCIOS IMOBILIÁRIOS,0.0,0.0,3.0,110.0,,RS,"42 apartamentos

31 opções de plantas exclusivas

Áreas de até 349,15m²

3 dormitórios (1 suíte)

Sacada com churrasqueira

2 vaga...",Apartamento,Pelotas,Areal,613000
397,0.0,REQUINTE IMÓVEIS,0.0,0.0,3.0,201.0,Rua Três de Maio,RS,"3241 - Casa Tres de Maio, 3 dormitórios, copa/cozinha, banheiro social, dep. empregada, grades. Otima localização, próximo a Católica.",Casa,Pelotas,Centro,240000
398,0.0,FUHRO SOUTO IMOBILIARIA,1.0,2.0,3.0,200.0,Rua Senador Carlos Barbosa,RS,"DESOCUPADO ESQUINA ZONA NORTE: 3 dorms. 1 suite, garagem 2 carros, sala ampla com lareira, pátio,excelente para comercial.R$850.000,00 10990...",Casa,Pelotas,Zona Norte,850000
399,0.0,HELDER LOPES IMOVEIS,1.0,2.0,3.0,196.0,Rua Quinze de Novembro,RS,"Excelente Cobertura Duplex - PRÓXIMA A DOM JOAQUIM

Cobertura Duplex – Ótimo Padrão na Zona Norte de Pelotas

3 Dormitórios
Suíte
Clos...",Apartamento,Pelotas,Zona Norte,940000
400,0.0,REQUINTE IMÓVEIS,0.0,1.0,3.0,160.0,Avenida Ferreira Viana,RS,"97381- Requinte vende: Sobrado que possui na parte superior três  quartos, banheiro com banheiro e sala com sacada.
Na parte de baixo sala ...",Casa,Pelotas,Areal,750000
401,0.0,SUCASA,0.0,1.0,2.0,148.0,Endereço Não Informado,RS,"Ótima casa perto da Praia, mobiliada, com laje. - 02/11/2017",Casa,Pelotas,Laranjal,234000
402,0.0,REQUINTE IMÓVEIS,0.0,5.0,4.0,190.0,Rua Três Passos,RS,"1330 - Casa  a uma quadra da praia com amplo terreno, 17,5 x 33, 4 dormitórios, e demais dependências, lareira, churrasqueira, piscina, salã...",Casa,Pelotas,Laranjal,280000
403,0.0,SUCASA,1.0,0.0,3.0,190.0,Endereço Não Informado,RS,,Casa,Pelotas,Centro,460000
404,0.0,REQUINTE IMÓVEIS,1.0,2.0,3.0,136.0,Rua Mário Lopes Motta,RS,"2763 - Requinte oferece: Ótima casa no Obelisco, com 3 dormitórios, sala ampla, copa cozinha, lavanderia, dispensa, 2 banheiros, garagem par...",Casa,Pelotas,Areal,300000
405,0.0,FUHRO SOUTO IMOBILIARIA,1.0,1.0,3.0,173.0,Rua Almirante Barroso,RS,"EXCELENTE PARA RESIDENCIAL OU COMERCIAL: 3 dorms, 1 suíte, 2 wcs sociais, sala 3 ambientes, garagem, pátio. R$570.000",Casa,Pelotas,Centro,570000
406,750.0,FUHRO SOUTO IMOBILIARIA,1.0,2.0,4.0,150.0,Rua Miguel Tarnac da Rocha,RS,"IMPECÁVEL PRÓX. À DOM JOAQUIM SEMI MOBILIADO: 4 dorms. transformado p/ 3, sendo 1 suíte e closet, sacada c/ churrasqueira, fino acabamento, ...",Apartamento,Pelotas,Três Vendas,660000
407,1.1,SUCASA,0.0,1.0,3.0,1.0,Endereço Não Informado,RS,,Apartamento,Pelotas,Centro,430000
408,0.0,REQUINTE IMÓVEIS,1.0,1.0,3.0,94.0,Rua Alberto Pimentel,RS,"1630 - Sobrado Areal, 3 dormitorios sendo 1 suite, sala de jantar, cozinha, banheiro social e auxiliar, lavabo, lavanderia, area de serviço,...",Casa,Pelotas,Areal,315000
409,400.0,FUHRO SOUTO IMOBILIARIA,1.0,2.0,3.0,173.0,Adolfo Fetter,RS,"TÉRREA NO VEREDAS: Em construção, hall de entrada, sala de estar com lareira, sala de jantar e espaço gourmet com churrasqueira integrados, ...",Casa de Condomínio,Pelotas,Recanto de Portugal,785000
410,140.0,MARQUES IMÓVEIS,0.0,1.0,2.0,52.0,,RS,"Casa MORADAS PELOTAS I, 2 Dormitórios, Cozinha, Área serviço, Sala estar, Banheiro, 1 vaga Garagem, Piso Frio. Preço: R$ 146.000,00",Casa,Pelotas,Três Vendas,146000
411,185.0,MARQUES IMÓVEIS,0.0,0.0,2.0,46.0,,RS,"Apto TRÊS VENDAS com 2 Dormitórios, Sala estar, Cozinha, Área serviço, Banheiro, Piso Frio, Armários Embutidos, Estacionamento. Preço: R$ 15...",Apartamento,Pelotas,Três Vendas,152000
412,130.0,SUCASA,0.0,0.0,2.0,61.0,Endereço Não Informado,RS,,Apartamento,Pelotas,Fragata,185000
413,0.0,REQUINTE IMÓVEIS,1.0,0.0,3.0,336.0,Rua Cidade do Porto,RS,"97366: Requinte Oferece, Excelente sobrado no Recanto de Portugal com Três Quartos , sendo 1 com suite, churrasqueira, uma ótima  piscina , ...",Casa,Pelotas,Recanto de Portugal,980000
414,300.0,REQUINTE IMÓVEIS,0.0,0.0,0.0,37.0,Senador Mendonça,RS,97154 - Sala comercial com 37m² no Centro de Pelotas. Prédio com portaria e elevador. Sala preparada para consultório odontológico.  Estado ...,Conjunto Comercial/Sala,Pelotas,Centro,175000
415,0.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,3.0,150.0,Rua Francisco Vieira da Cunha,RS,"ÓTIMO SOBRADO PRÓX A IGREJA DO FÁTIMA: 3 dorms, sala dois ambintes com lareira, churrasqueira, lavanderia, garagem coberta para 1 carro e pá...",Casa,Pelotas,Porto,450000
416,0.0,REQUINTE IMÓVEIS,0.0,2.0,3.0,185.0,Avenida Ferreira Viana,RS,"6319 - Ótimo sobrado, bem localizado, próximo  ao Big, 3 dormitórios, sala de estar, escritório, cozinha, área de serviço, churrasqueira, te...",Casa,Pelotas,Areal,410000
417,0.0,Proper Consultoria Imobiliaria,0.0,1.0,3.0,325.0,,RS,"TRÊS DORMITÓRIOS, SALA COM LAREIRA, COZINHA, SALÃO, CHURRASQUEIRA, PISCINA. R$ 390.000,00. CA-1104",Casa,Pelotas,Laranjal,390000
418,0.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,3.0,75.0,Rua Nilo Peçanha,RS,"PRÓX DOM JOAQUIM: 3 dorms, sala de estar, cozinha, área de serviço, wc social, estacionamento, salão de festas no condomínio, portaria. R$29...",Apartamento,Pelotas,Três Vendas,290000
419,480.0,MARQUES IMÓVEIS,1.0,1.0,3.0,168.0,,RS,"Apto TRÊS VENDAS com 3 Dormitórios sendo 1 Suíte, Sala estar e jantar, Cozinha, Área Serviço, Dependência de empregada, 2 Banheiros, Garagem...",Apartamento,Pelotas,Três Vendas,585000
420,0.0,MAP Corretores de Imóveis,1.0,2.0,3.0,105.0,Rua Cidade de Braganca,RS,"Casa nova, piso porcelanato, lareira, persiana elétrica. Aceita terreno no Lagos de São Gonçalo, Laranjal, Alphaville, Veredas ou Recanto.",Casa,Pelotas,Recanto de Portugal,550000
421,280.0,MARQUES IMÓVEIS,0.0,0.0,3.0,125.0,,RS,"Apto GAL OSORIO 3 Dorm, Sala estar e jantar, Cozinha, Área Serv, Despensa, Depend. Empreg, 2wcs, Lavabo, Piso Parquet, Sacada. Preço: R$ 365...",Apartamento,Pelotas,Centro,365000
422,0.0,Up Imóveis.,1.0,2.0,3.0,267.0,Avenida Adolfo Fetter,RS,"Casa alto padrão no Alphaville, em fase de termino de construção, 03 dormitórios sendo 01 suíte, sala, cozinha, área de serviço, piscina, ga...",Casa de Condomínio,Pelotas,Laranjal,1250000
423,70.0,MARQUES IMÓVEIS,1.0,1.0,2.0,86.0,,RS,"Apto no LARANJAL com 2 Dormitórios sendo 1 com Suíte, 1 Banheiro, Cozinha, Sala estar e jantar em um único ambiente, Sacada, Lareira, churra...",Apartamento,Pelotas,Laranjal,350000
424,156.0,JWS - IMÓVEIS,1.0,1.0,3.0,112.0,,RS,Apartamento com dependências amplas.,Apartamento,Pelotas,Centro,420000
425,0.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,0.0,512.0,Adolfo Fetter,RS,"VEREDAS ALTOS DO LARANJAL: Frente ao Club House, lago aos fundos, 512m, condomínio com completa infraestrutura. Ampla negociação. R$320.000,...",Terreno Padrão,Pelotas,Recanto de Portugal,320000
426,0.0,REQUINTE IMÓVEIS,2.0,2.0,4.0,200.0,Rua Professora Vanda da Silva Chagas,RS,"97397 REQUINTE OFERECE; Excelente imóvel na Colina do Sol, c/4 dormitórios, 3 banheiros, suíte, piscina , garagem p 2 carros,ótimo acabament...",Casa,Pelotas,Centro,1100000
427,0.0,MARQUES IMÓVEIS,0.0,0.0,2.0,60.0,,RS,"Apto GUABIROBA com 2 Dormitórios, Sala estar, Cozinha e área serviço, Banheiro, Piso Frio. Preço: R$ 160.000,00",Apartamento,Pelotas,Guabiroba,160000
428,950.0,SUCASA,0.0,2.0,4.0,184.0,Endereço Não Informado,RS,"Para você que é exigente, o imóvel perfeito!
Portaria 24 horas com câmeras, central de gás, lareia, churrasqueira, salão de festas. - 02/11...",Apartamento,Pelotas,Centro,650000
429,300.0,MARQUES IMÓVEIS,0.0,1.0,3.0,69.0,,RS,"Apto AREAL com 3 Dormitórios (Casal mobiliado), Sala estar e jantar, Cozinha, Área serviço, 2 Banheiros, Garagem, Ar Condicionado, Piso Lâmi...",Apartamento,Pelotas,Areal,370000
430,0.0,KROLOW NEGÓCIOS IMOBILIÁRIOS,0.0,3.0,2.0,140.0,Avenida República do Líbano,RS,"Casa de esquina bem localizada e bem conservada. Possui 2 dormitórios, sala de estar, cozinha, banheiro social, área de serviço, dependência...",Casa,Pelotas,Três Vendas,398000
431,0.0,KROLOW NEGÓCIOS IMOBILIÁRIOS,0.0,15.0,0.0,206.0,Rua Elgar Carlos Hadler,RS,"Terreno amplo 12x25m, pátio fechado com estacionamento ou possibilidade de aumento da área construída. Loja envidraçada com piso frio. Prédi...",Loja/Salão,Pelotas,Umuharama,400000
432,100.0,SUCASA,0.0,1.0,3.0,98.0,Endereço Não Informado,RS,"Apartamento 3 dormitórios, banheiro, cozinha, área de serviço, sala íntima, 1 vaga de garagem. - 02/11/2017",Apartamento,Pelotas,Centro,320000
433,200.0,Oleiro Alves Imóveis,0.0,1.0,2.0,70.0,Avenida Duque de Caxias,RS,"EXCELENTE APARTAMENTO. 10 MINUTOS DO CENTRO, PRÓXIMO AO QUARTEL E A FACULDADE DE MEDICINA, SEGUNDO ANDAR.",Apartamento,Pelotas,Fragata,220000
434,0.0,FUHRO SOUTO IMOBILIARIA,0.0,4.0,3.0,280.0,Rua Doutor Romano,RS,"LINDÓIA: 3 dorms, sala, cozinha, amplo pátio, piscina, churrasqueira, garagem p/4 carros. R$380.000",Casa,Pelotas,Três Vendas,380000
435,0.0,Up Imóveis.,0.0,2.0,3.0,193.0,Avenida Adolfo Fetter,RS,"Casa Alto Padrão condomínio Veredas, com 03 dormitório sendo 01 suíte, sala, cozinha, banheiro social, área de serviço, garagem para 02 carr...",Casa de Condomínio,Pelotas,Laranjal,920000
436,0.0,FUHRO SOUTO IMOBILIARIA,1.0,1.0,2.0,157.0,Tiradentes,RS,"PRÓXIMO A MARCILIO DIAS: 2 dorms. suíte, 2 wcs, garagem, pátio. R$350.000",Casa,Pelotas,Centro,350000
437,0.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,0.0,300.0,Barra do Ribeiro,RS,"LARANJAL: Muito bem localizado, medindo 10x30, excelente posição solar.R$120.000",Terreno Padrão,Pelotas,Laranjal,120000
438,0.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,0.0,0.0,Avenida Duque de Caxias,RS,"TERRENO FRAGATA PRÓXIMO A POLÍCIA FEDERAL: frente pela Duque de Caxias, 12,5x50, estuda proposta de imóvel. R$960.000. 14379",Terreno Padrão,Pelotas,Fragata,960000
439,0.0,REQUINTE IMÓVEIS,0.0,1.0,3.0,80.0,Avenida Engenheiro Ildefonso Simões Lopes,RS,"9595- Requinte vende excelente sobrado  misto no loteamento Liberdade, com três dormitórios, sala social, cozinha e banheiro e área de estac...",Casa,Pelotas,Três Vendas,170000
440,99.0,MARQUES IMÓVEIS,0.0,1.0,2.0,47.0,,RS,"Apto FRAGATA com 2 Dormitórios, Sala estar, Cozinha, Área Serviço, Banheiro c/móveis planejados, Garagem, Piso Flutuante/Porcelanato, Teto A...",Apartamento,Pelotas,Fragata,185000
441,170.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,2.0,90.0,Rua Doutor Cassiano,RS,"CENTRAL AMBIENTES AMPLOS: 2 dorms, 2 wcs, garagem, aceita apto menor valor. Financia R$290.000",Apartamento,Pelotas,Centro,290000
442,0.0,Moyses Imóveis,0.0,2.0,0.0,173.0,Euro Smart Office,RS,"Loja com 123m² privativos, parede dupla de alvenaria com lã de rocha no interior, banheiro privativo com piso em porcelanato, serviço de caf...",Loja Shopping/ Ct Comercial,Pelotas,Areal,518415
443,0.0,REQUINTE IMÓVEIS,0.0,1.0,1.0,65.0,Rua Mário Rego Magalhães,RS,"9191- Requinte vende excelente casa com um quarto,sala social, banheiro, garagem  e pátio amplo nos fundos, rua asfaltada.",Casa,Pelotas,Fragata,192000
444,0.0,REQUINTE IMÓVEIS,0.0,0.0,0.0,238.0,Rua Quinze de Novembro,RS,"5598 - Requinte oferece: ótima loja central com 238 m², 3 banheiros e cozinha próxima ao Café Aquários. Excelente oportunidade de investimen...",Loja/Salão,Pelotas,Centro,850000
445,450.0,FUHRO SOUTO IMOBILIARIA,1.0,2.0,3.0,267.0,Adolfo Fetter,RS,,Casa,Pelotas,Laranjal,1100000
446,280.0,MARQUES IMÓVEIS,0.0,1.0,2.0,70.0,,RS,"Apto FRAGATA com 2 Dormitórios, Estar Social, Cozinha, Área Serviço, 2 Banheiros, 1 Garagem Fechada, Piso Parquet. ACEITA CARRO. Preço: R$ 2...",Apartamento,Pelotas,Fragata,230000
447,0.0,Arpini Leão Consultoria Imobiliária,0.0,1.0,2.0,53.0,No Informado,RS,"APARTAMENTO PARA VENDA - BAIRRO FRAGATA - PELOTAS/RS
Valor de R$ 160.000,00!

Apartamento n° 201, localizado no 2° pavimento do Condomínio R...",Apartamento,Pelotas,Fragata,170000
448,0.0,SUCASA,0.0,1.0,2.0,90.0,Endereço Não Informado,RS,"Charmoso apartamento central  2 dormitórios com lareira, condomínio com salão de festas e churrasqueira. Próximo a paradas de ônibus, padari...",Apartamento,Pelotas,Centro,230000
449,0.0,MAP Corretores de Imóveis,2.0,2.0,3.0,180.0,,RS,"Sobrado excelente, 3 dormitórios com opção de 4, 2 suítes, terraço. Semi mobiliada, alarme, split. Ótima posição solar. Aceita apartamento m...",Casa,Pelotas,Simões Lopes,345000
450,434.0,Moyses Imóveis,1.0,2.0,3.0,211.0,Veredas Alto do Laranjal,RS,"Sobrado no Veredas com ótima posição solar (Leste/Oeste), piso porcelanato na cozinha, banheiros e parte social; piso flutuante nos dormitór...",Casa de Condomínio,Pelotas,Laranjal,830000
451,0.0,REQUINTE IMÓVEIS,0.0,2.0,4.0,480.0,Rua Andrade Neves,RS,"5911 - Requinte oferece, excelente sobrado central, com andares independentes formando dois domicilios, com 5 dormitórios, sala de estar e j...",Casa,Pelotas,Centro,750000
452,470.0,MARQUES IMÓVEIS,1.0,0.0,2.0,100.0,,RS,"Apto CENTRO com 2 Dormitórios, sendo 1 Suíte, Sala estar, Cozinha Mobiliada, Despensa, Área serviço, 3 Banheiros, Elevador, Piso Tábua Corri...",Apartamento,Pelotas,Centro,370000
453,0.0,MARQUES IMÓVEIS,1.0,3.0,3.0,342.0,,RS,"Casa Ampla TRÊS VENDAS 3 Dorm(1 Suíte),3 Salas,Cozinha Mobiliada,Área Serv,Dep.Empreg,Despensa,2 Lareiras,Escritorio,Ar Condicionado,Varanda...",Casa,Pelotas,Três Vendas,1270000
454,1.78,vera,1.0,2.0,4.0,199.0,Rua Félix Xavier da Cunha,RS,"Linda cobertura reformada, arejada, excelente posição solar com vista privilegiada próximo Catedral  Metropolitana São Francisco de Paula . ...",Apartamento,Pelotas,Centro,1000000
455,0.0,VILLAR IMÓVEIS,1.0,1.0,3.0,97.0,,RS,"Residencial Petra - NOVO

Condomínio com excelente infraestrutura e com elevador. 

Com três dormitórios sendo um suíte, banheiro social, ár...",Apartamento,Pelotas,Centro,450000
456,0.0,SUCASA,0.0,0.0,2.0,80.0,Endereço Não Informado,RS,,Apartamento,Pelotas,Centro,280000
457,480.0,MARQUES IMÓVEIS,1.0,1.0,3.0,186.0,,RS,"Apto CENTRO com 3 Dormitórios, Sendo 1 Suíte, Estar Social e Jantar, Cozinha, Área serviço, 2 Banheiros (1 c/ hidro), 1 Vaga Garagem, Acabam...",Apartamento,Pelotas,Centro,580000
458,370.0,MARQUES IMÓVEIS,1.0,1.0,3.0,128.0,,RS,"Apto CENTRO, próximo Barroso, com 3 Dormitórios, 1 c/ Suíte, Sala estar e jantar, Cozinha, Área serviço, 2 Banheiros, Garagem, Ar Condiciona...",Apartamento,Pelotas,Centro,380000
459,600.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,2.0,77.0,Rua Andrade Neves,RS,"PRÓX HOSPITAL MIGUEL PILTCHER: 2 dorms, sala, cozinha, wc, elevador. R$335.000",Apartamento,Pelotas,Centro,335000
460,700.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,130.0,Rua Cidade de Beja,RS,"Requinte oferece Casa com 2 quartos ,sala ampla,um banheiro interno e outo externo, varanda,bicicletário piscina , lavanderia e garagem . Pé...",Casa,Pelotas,Laranjal,380000
461,420.0,SUCASA,0.0,0.0,2.0,157.0,Endereço Não Informado,RS,"Venha morar na Quinze de Novembro, no Centro de Pelotas, pertinho do calçadão. 
2 dormitórios com opção para 3, peças amplas e bem iluminad...",Apartamento,Pelotas,Centro,490000
462,0.0,MARQUES IMÓVEIS,2.0,4.0,4.0,380.0,,RS,"0705 - Casa na COLINA DO SOL, bairro TRES VENDAS, 04 dormitórios, 02 suítes, estar íntimo, estar social, jantar, sacada, copa, cozinha, dep....",Casa,Pelotas,Três Vendas,980000
463,210.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,2.0,80.0,Rua Félix Xavier da Cunha,RS,"DE FRENTE C/ SACADA: 2 dorms., um deles c/ sacada, piso flutuante, cozinha c/ móveis sob medida, garagem fechada, próximo à UCPEL. R$265.000...",Apartamento,Pelotas,Centro,265000
464,0.0,SUCASA,0.0,0.0,2.0,1.0,Endereço Não Informado,RS,,Casa,Pelotas,Areal,140000
465,0.0,SUCASA,0.0,1.0,2.0,1.0,Endereço Não Informado,RS,"Casa com 2 ambientes de lazer,  churrasqueira e piscina. Garagem para 2 carros, pátio amplo todo com concertina. Peças amplas, piso assoalha...",Casa,Pelotas,Areal,380000
466,180.0,SUCASA,0.0,0.0,2.0,65.0,Endereço Não Informado,RS,,Apartamento,Pelotas,Centro,270000
467,250.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,1.0,48.0,Rua Gonçalves Chaves,RS,"FRENTE A CATÓLICA MOBILIADO: 1 dorm, sala, cozinha, wc, andar baixo. R$160.000",Apartamento,Pelotas,Centro,160000
468,0.0,Sérgio Correa Imóveis,0.0,1.0,2.0,79.0,,RS,"1172 - AMPLO APARTAMENTO ENSOLARADO (norte/oeste) - PRÓXIMO A IGREJA DO PORTO. Living 2 ambientes, 2 dormitórios, banheiro, copa-cozinha, ár...",Apartamento,Pelotas,Centro,250000
469,0.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,3.0,129.0,Rua Professor Doutor Araújo,RS,"PRÓX A FAU : 3 dorms, 2 salas, 2 cozinhas, área de serviço, garagem, pode ser 2 casas independentes. R$399.000",Casa,Pelotas,Centro,400000
470,200.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,42.0,Presidente Juscelino Kubitschek de Oliveira,RS,"8007 -  APTO SIMON BOLÍVAR, 2 dormitórios próximo campos Anglo UFPEL, vaga estacionamento, 5° andar, condomínio com salão de festa, portaria...",Apartamento,Pelotas,Porto,127000
471,0.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,2.0,152.0,Rua Pracinha Izidro Mattoso,RS,"AREAL: 2 dorms, 2 wcs, sala de estar/jantar, cozinha com despensa embutida, pátio grande, garagem, espaço gourmet. Ótima localização. R$390....",Casa,Pelotas,Areal,330000
472,0.0,MAP Corretores de Imóveis,0.0,5.0,3.0,100.0,,RS,"Casa em ótima localização, com prédio de oficina no terreno. Localizado a menos de 100 metros da Av. Fernando Osório.",Casa,Pelotas,Três Vendas,212000
473,0.0,SUCASA,0.0,5.0,5.0,140.0,Endereço Não Informado,RS,Excelente oportunidade de compra de um sobrado próximo ao IFsul com 5 dormitórios e estacionamento para 5 carros. Com quitinete nos fundos. ...,Casa,Pelotas,Centro,265000
474,300.0,MARQUES IMÓVEIS,0.0,0.0,3.0,101.0,,RS,"Apto CENTRO 3 Dormitórios, Estar Social, Cozinha, Área Serviço, Despensa, 2 Banheiros, Elevador, Piso Parquet, Ar Condicionado, Varanda. Pre...",Apartamento,Pelotas,Centro,398000
475,500.0,SUCASA,0.0,0.0,0.0,573.0,Endereço Não Informado,RS,,Terreno Padrão,Pelotas,Areal,470000
476,0.0,SUCASA,0.0,0.0,2.0,1.0,Endereço Não Informado,RS,"Casa de esquina com Varanda, apenas 180 metros da Lagoa dos 
Patos. Com estrutura para construir 2° pavimento. Dois dormitórios. - 02/11/20...",Casa,Pelotas,Laranjal,276000
